Codigo;Autor;Editorial;Titulo;Año;
L-2817;"BUNTZMAN, Gabriel; DUNCAN, George T.; FORNACIARI, Charles; OFFMAN, James J.; MASON, Ben";;The international journal of organizational analysis: Diario Internacional del analisis organizacional;1993;
L-2818;TROMPENAARS, Fons;;Riding the waves of culture;1993;
L-2819;KANTER, Rosabeth Moss;;Men and women of the corporation: Hombre y mujer de la corporación;1993;
L-281;DENNY, Brewster C.;GRUPO EDITOR LATINOAMERICANO;Sistema de gobierno y política exterior de los Estados Unidos;1986;
L-2820;KATZ, Ralph;;Managing professionals in innovative organizations: Administración profesional en organizaciones innovadoras;1988;
L-2821;LATOUR, Bruno;;Nous n´avons jamais été modernes;1997;
L-2822;LATOUR, Bruno;;La science en action: La ciencia en acción;1989;
L-2823;;BOLIVIA: MINISTERIO DE DESARROLLO SOSTENIBLE Y PLANIFICACION;Programa para el ordenamiento territorial de la región amazónica boliviana en los departamentos de La Paz, Beni y Cochabamba: Zonificación agroecológica y propuesta técnica del plan de uso del suelo del departamento de Cochabamba (8 mapas);1999;
L-2824;;BOLIVIA: MINISTERIO DE DESARROLLO SOSTENIBLE Y PLANIFICACION;Programa para el ordenamiento territorial de la región amazónica boliviana en los departamentos de La Paz, Beni y Cochabamba: Propuesta de ordenamiento territorial: area piloto de Cochabamba (13 mapas);1999;
L-2825;DE CARDENAS MIRANDA, Raimundo;;Provincia Bautista Saavedra;1979;
L-2826;OUCHI, William G.;;Theory Z. How american business can meet. The japanese challange. National bestseller. Teoría Z;1982;
L-2827;;UMSS;Universidad en cifras 2000;2000;
L-2828;NAPOLEONI, ClaudioBLASCO MARTIN, JoséIRANZO GONZALEZ, AdolfoORTEGA ROSALES, Pablo;;Diccionario de economía política;1962;
L-2829;;FEDERACION DE ENTIDADES EMPRESARIALES PRIVADAS DE COCHABAMBA;Realidad numérica de Cochabamba;2000;
L-282;;UMSS;Neoliberalismo en acción;19920629;
L-2830;"DORY, Daniel; MANZANO, Nelson";PIEB;Lógicas territoriales y políticas públicas: las condiciones de gobernabilidad democrática en Cochabamba;2000;
L-2831;BORON, Atilio A.;;Tras el búho de minerva: mercado contra democracia en el capitalismo de fin de siglo;2000;
L-2832;"SANDOVAL FORERO, Eduardo A.; PATIÑO, Juan Carlos";UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO;Cartografía automatizada para la investigación de regiones indígenas;2000;
L-2833;;"PNUD; BID";Indice de desarrollo: sociedad civil de Argentina;2501;
L-2839;HORNGREN, Charles T.;;Cost accounting: contabilidad de costo ;1977;
L-283;RAMOS SANCHEZ, Pablo;;"Neoliberalismo en acción análisis crítico de la ""nueva política económica""";1985;
L-2840;;"IDEA; CICAP; OEA";Eficiencia en las empresas públicas;1985;
L-2841;;ECMT;Privatisation of railways: privatización de ferrocarriles;1993;
L-2842;;FUNDACION DE INVESTIGACIONES ECONOMICAS LATINOAMERICANAS;Costos del Estado regulador. Los;1989;
L-2843;;FUNDACION DE INVESTIGACIONES ECONOMICAS LATINOAMERICANAS;Capital de infraestructura en la Argentina: gestión pública, privatización y productividad 1970-2000;1993;
L-2844;VICCHI, Juan Carlos;;Privatizaciones: mitos y realidades;1992;
L-2845;;MARSHALL, John F.MARSHALL, Tucker Y Associates, LLC;Diccionario de ingeniería financiera. Más de 2.000 términos explicados;2002;
L-2846;CUCCORESE, Horacio Juan;;Historia de los ferrocarriles en la Argentina;1984;
L-2847;JUSTO LOPEZ, Mario;;Historia de los ferrocarriles en la provincia de Buenos Aires 1857-1886;1991;
L-2848;MIDAGLIA, Carmen;;Alternativas de protección a la infancia carenciada: la peculiar convivencia de lo público y privado en el Uruguay;2000;
L-2849;GIARRACCA, Norma;;Desarrollo rural: ¿Una nueva ruralidad en América Latina?;2001;
L-284;PETREI, Humberto;ECIEL;Documentos. Gas público social y sus efectos distributivos un examen comparativo de cinco países de América Latina;1987;
L-2850;;CEPAL;Mujeres chilenas en los noventa: hablan las cifras;2000;
L-2851;BALARDINI, Sergio;CLACSO;Juventud: La participación social y política de los jóvenes en el horizonte del nuevo siglo;2000;
L-2852;"PINTO DE LOZA, Carolina; MAYER PRIETO, Rodolfo";CEDLA;Acuerdos comerciales y exportación: Bolivia en la Comunidad Andina y el Mercosur;1999;
L-2853;"DIBB, Sally; SIMKIN, Lyndon; PRIDE, William M.; FERREL, O. C.";;Marketing concepts and strategies: Marketing conceptos y estrategias;2001;
L-2854;"PERREAULT, William; MCCARTHY, E. Jerome";;Basic Marketing: a global managerial approach: Marketing básico: una aproximación directiva global;1999;
L-2855;"PERREAULT, William; MCCARTHY, E. Jerome; PARKINSON, Stephen; STEWART, Kate";;Basic Marketing;2000;
L-2856;EGUINO HUMEREZ, Marco Antonio;;Plan integral de acción municipal;s.f.;
L-2857;LINDENBOIM, Javier;CEPED;Crisis y metamorfosis del mercado de trabajo (parte 1): reflexiones y diagnóstico;2000;
L-2858;LINDENBOIM, Javier;CEPED;Crisis y metamorfosis del mercado de trabajo (parte 2): Aportes metodológicos y otras evidencias;2001;
L-2859;"NEBEL, Bernard J.; WRIGTH, Richard";;Ciencias ambientales: ecología y desarrollo sostenible;1999;
L-285;;ILDISCOBILA;Privatización de empresas y servicios públicos en Bolivia;1992;
L-2860;"FIELD, Barry C.; AZQUETA OYARZUN, Diego";;Economía y medio ambiente (tomo 1);1996;
L-2861;"FIELD, Barry C.; AZQUETA OYARZUN, Diego";;Economía y medio ambiente (tomo 2);1996;
L-2862;"FIELD, Barry C.; AZQUETA OYARZUN, Diego";;Economía y medio ambiente (tomo 3);1996;
L-2863;;EMBAJADA REAL DE DINAMARCA EN BOLIVIA;Políticas sobre la pobreza en Bolivia. Las: Dimensión, políticas y resultados (1985-1999);2900;
L-2864;NEUIJEN, Bram;;Diagnosing organizational cultures: Patterns of continuance and change: Cultura organización diagnosticada;19921203;
L-2865;GUISLAIN, Pierre;;The privatización challenge: El desafío de la privatización;1997;
L-2866;"STALLINGS, Barbara; PERES, Wilson";CEPAL;Crecimiento, empleo y equidad: el impacto de las reformas económicas en América Latina y el Caribe;2000;
L-2867;NOVARO, Marcos;;Representación y liderazgo en las democracias contemporáneas;2000;
L-2868;RAZA, Werner G.;;Desarrollo sostenible en la periferia neoliberal: Una mirada a Bolivia desde fuera;Febrero, 2000;
L-2869;BLANCO, Luis Armando;;Macroeconomía y desarrollo económico;abr-99;
L-286;RODRIGUEZ OSTRIA, Gustavo;UMSS;Fondo Monetario Internacional y la deuda externa latinoamericana;1985;
L-2870;MATUS, Carlos;;Líder sin Estado Mayor: La oficina del gobernante;1997;
L-2871;HUERTAS, Franco;CEREB;Método PES (Planificación Estratégica Situacional);nov-97;
L-2872;MUÑOZ ELSNER, Diego;;Políticas públicas y agricultura campesina: Encuentros y desencuentros;2000;
L-2873;"BAILEY, Elizabeth; ROTHENBERG PACK, Janet";;The political economy of privatization and deregulation: La Economía política de privatización y desregulación;1995;
L-2874;"BAILEY, Elizabeth; ROTHENBERG PACK, Janet";;The political economy of privatization and deregulation: La Economía política de privatización y desregulación (Tomo II);1995;
L-2875;SABATO, Hilda;;Ciudadanía política y formulación de las naciones: Perspectivas históricas de América Latina;1999;
L-2876;;UDAPE;Bolivia: prospectiva económica y social 2000-2010;2000;
L-2877;;UDAPE;El desarrollo humano en el Siglo XX boliviano;1999;
L-2878;;UDAPE;Sociedad y globalización;1999;
L-2879;MONTAÑO QUIROGA, Claudia;PROMEC;Informe metodológico-estadístico: Estudio de desempeño docente;23 de diciembre 1996;
L-287;;FLACSO, ILDIS;Sector minero, crisis y perspectivas;1986;
L-2880;MONTAÑO QUIROGA, Claudia;PROMEC;Informe metodológico-estadístico: Encuesta a estudiantes;1997;
L-2881;MONTAÑO QUIROGA, Claudia;PROMEC;Informe metodológico-estadístico: Estudio de oferta de economistas;ago-96;
L-2882;"MONTAÑO QUIROGA, Claudia; GIESBERTS, Arthur";PROMEC;Informe metodológico-estadístico: Estudio de la demanda de economistas;sep-96;
L-2883;"HELLRIEGEL, Don; SLOCUM, John";;Management: Administración;1995;
L-2884;UBERHUAGA, Patricia;;Legal or illegal? Networks and forest regulations in timber commercialization: Legal o ilegal: Redes y regulación y forestal en comercialización de madera ;mar-01;
L-2885;"DELGADO B., Freddy; TAPIA P. Nelson";;Políticas y estratégias de la investigación en agroecología y revalorización del saber local;jun-00;
L-2886;KATZ, Jorge;CEPAL;Reformas estructurales, productividad y conducta tecnológica en América Latina;2000;
L-2887;WELLER, Jurgen;CEPAL;Reformas económicas, crecimiento y empleo: los mercados de trabajo en América Latina y el Caribe;2000;
L-2888;"MAGUILLANSKY, Graciela; BIELSCHOWSKY, Ricardo";CEPAL;Inversión y reformas económicas en América Latina;2000;
L-2889;DE SIERRA, Gerónimo;CLACSO;Rostros del Mercosur: El difícil camino de lo comercial a lo societal;abr-01;
L-288;DURAND, Francisco;DESCO;Burguesía peruana. Los primeros industriales. Alan García y los empresarios;1988;
L-2890;"BARJA, Gover; AYALA, Víctor Hugo; GUZMAN, Alvaro; MONTENEGRO, Diego";CEPAL;Quince años de reformas estructurales en Bolivia: Sus impactos sobre inversión, crecimiento y equidad;2000;
L-2891;"HAVERKORT, Bertus; HIEMSTRA, Win";AGRUCO;Comida para el pensamiento: visiones antiguas y experiencias nuevas de la gente rural;jun-00;
L-2892;;CEPAL;Juventud, población y desarrollo en América Latina y el Caribe: Problemas, oportunidades y desafíos;2000;
L-2893;;CEPAL;América Latina: Población por años calendario y edades simples 1995-2005;jul-00;
L-2894;;CEPAL;América Latina: Tablas de mortalidad 1995-2005;ene-01;
L-2895;LARSON, Brooke;AGRUCO;Cochabamba (Re) construcción de una historia;sep-00;
L-2896;;CIEDLA;Concepto de economía social de mercado: principios, experiencias y nuevos desafíos;1999;
L-2897;;SUBSECRETARIA DE DESARROLLO SOCIOECONOMICO;Estrategia Nacional de Desarrollo: Un instrumento para la concertación;1992;
L-2898;;MINISTERIO DE PLANEAMIENTO Y COORDINACION;Plan Nacional de Rehabilitación y Desarrollo 1984-1987;s.f.;
L-2899;;MINISTERIO DE PLANEAMIENTO Y COORDINACION;Estrategia de Desarrollo Económico y Social 1989-2000;abr-89;
L-289;VEGA LOPEZ, Oscar;;Interpelación al gabinete, Bolivia diagnóstico denuncia de la crisis económica;1980;
L-28;LAGOS, G.FERRER, A.NORIEGA MORALES, E.;BID, INTAL;Los empresarios y la integración de América Latina;1968;
L-2900;PAPP, Desiderio;;Ideas revolucionarias en la ciencia: La ciencia clásica de Leonardo a Volta (tomo I);ene-93;
L-2901;PAPP, Desiderio;;Ideas revolucionarias en la ciencia: Grandes corrientes de la ciencia contemporánea (tomo III);ene-93;
L-2902;COHEN, Daniel;;Riqueza del mundo, pobreza de las naciones;1998;
L-2905;;UMSSVICERECTORADO;Universidad en cifras 2001;2001;
L-2906;;MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACION;Agricultura, la pesca y la alimentación en España 1999;s.f.;
L-2909;;MULLER Y ASOCIADOS;Estadísticas Socio-económicas 2000;jun-01;
L-290;;CEPAL;Comportamiento de los bancos transnacionales y la crisis internacional de endeudamiento;1989;
L-2910;MUSOLINO, Michel;;Impostura de los economistas. La;1998;
L-2911;ASSOUW, Rikkert van;;Alternative strategies for Bolivian coffe A socioeconomic and environmental assessment;jul-98;
L-2913;;BANCO MUNDIAL;Lecturas sobre pueblos y movimientos indígenas (recopilación de lecturas>;2001;
L-2914;;CAMARA DEPARTAMENTAL DE INDUSTRIA;Asesoría económica. Orientación sobre la empresa formal, legislación laboral, tributación y exportación;1999;
L-2915;WALLAGE, Szilagyi;;Organizational behavior and performance;1983;
L-2916;GONG, Xiaodong;;Empirical studies on the labour market and on consumer demand;feb-01;
L-2917;"HUGHES, John; SHARROCK, Wes";;Filosofía de la investigación social. La;1999;
L-2918;MONTAÑO QUIROGA, Claudia;UMSSIESE;Inserción y desempeño laboral del economista. Informe estadístico;2000;
L-2919;MONTAÑO QUIROGA, Claudia;IESE;Trabajo de investigación: Tamaño empresarial e innovación tecnológica en la economía regional (periodo 1985-1997);dic-98;
L-291;IGUIÑIZ, Javier;DESCO;Política económica 1985-1986 deslindes mirando el futuro;1986;
L-2920;MONTAÑO QUIROGA, Claudia;UMSSIESE;Programa de investigación: El proceso de gestión estratégica e innovación en el sector industrial cochabambino;1999;
L-2921;"GUZMAN CASADO, Gloria I.; GONZALEZ DE MOLINA, Manuel; SEVILLA GUZMAN, Eduardo";;Introducción a la agroecología como desarrollo rural sostenible;2000;
L-2922;DE SILGUY, Catherine;;Agricultura biológica: tecnicas eficaces y no contaminantes;1994;
L-2923;IBARRA GRASSO, Dick E.;;Pueblos indígenas de Bolivia;1997;
L-2924;AZOGUE CRESPO, Ricardo H.;IESE;Desarrollo económico en Bolivia: Propuesta y estrategia de desarrollo;dic-99;
L-2925;"AILLON GOMEZ, Tania; TORRICO TERAN, Mario";IESE;Programa de investigación en el área de economía de empresas: La empresa boliviana y las reformas económicas neoliberales;19 de Noviembre 1999;
L-2926;;BID;América Latina frente a la desigualdad;1998;
L-2927;;INSTITUTO DEL TERCER MUNDO;Guía del mundo: el mundo visto desde el sur 1999/2000;2000;
L-2928;"BUSTAMANTE MERCADO, Fernando; LAVAYEN MALDONADO, Jimena";IESE;Trabajo de Investigación: La nueva institucionalidad del desarrollo productivo de la planificación local-regional (La municipalización de la planificación del desarrollo en Bolivia);nov-99;
L-2929;UZEDA VASQUEZ, Andrés;IESE;Programa de Investigación: Desarrollo rural y economía agraria;dic-99;
L-292;SIEGEL N. Barry;C.E.M.L.A.;Inflación desarrollo las experiencias de México;19600610;
L-2930;BERRY, Michel;UNIVERSIDAD DE BUENOS AIRES;Investigación en administración: tendencias actuales y nuevos desafíos;s.f.;
L-2931;RIESTER, Jurgen;;Textos sagrados de los guaranies en Bolivia;1984;
L-2932;;OECD;Ethics in the public sercvice: Etica en los servicios públicos;1996;
L-2933;"LEON C., Patricio; MARCONI R., Salvador";;Contabilidad nacional: teoría y métodos;1991;
L-2934;;CEDIB;Nueva Ley de Hidrocarburos: ¿Golpe mortal a YPFB?;1996;
L-2935;PIAGET, Jean;;Sabiduría e ilusiones de la filosofía;1988;
L-2936;HEIJDRA, Hans;;Participación y exclusión indígena en el desarrollo: Pueblos indígenas de las tierras bajas de Bolivia;1997;
L-2937;RODRIGUEZ RIVAS, Julio;;Médicos y brujos en el Alto Perú;1989;
L-2938;;CENTRO DE DIPLOMADOS EN ALTOS ESTUDIOS NACIONALES;Capitalización fraude y frustración;oct-00;
L-2939;PEREIRA FIORILO, Juan;;Cochabamba: realidad, pobreza y perspectiva de desarrollo;2000;
L-293;;CIPCOTESU;Programa colaborativo biodiversidad de raíces y tubérculos andinos (memorias 1993-1994);1995;
L-2940;;INE;Nueva base de las cuentas nacionales de Bolivia: métodos y resultados 1988 ;1992;
L-2941;GAVALDA, Marc;FOBOMADE;Manchas del petróleo Boliviano: tras los pasos de REPSOL en el territorio indígena Parque Nacional Isiboro Sécure;oct-99;
L-2942;"THEYS, Jacques; KALAORA, Bernard";;Tierra ultrajada: los expertos son formales. La;1996;
L-2943;REYNOSO, Carlos;;Corrientes en antropología contemporánea;1998;
L-2944;ALBORNOZ BASAGOITIA, Edgar;;Ordenamiento territorial en municipios rurales: una estrategia participativa para el desarrollo sostenible y la gestión local;1998;
L-2945;"ALONSO SEBASTIAN, Ramon; SERRANO BERMEJO, Arturo; ALARCON LORENZO, Silverio";;<La> Logística en la empresa agroalimentaria: transporte, gestión de stokcs y control de calidad;1999;
L-2946;"PRUDENCIO B., Julio; VELASCO L., Mónica";;<La> Defensa del consumo;1988;
L-2947;KANT, Innmanuel;;Teoría y práxis;1995;
L-2948;MARCUSE, Herbert;;<El> Hombre unidimensional: Obras maestras del pensamiento contemporáneo;1993;
L-2949;;"SELA; UNCTAD";Comercio y medio ambiente: El debate internacional;1995;
L-2950;GOLDSMITH, Edward;;<El> Tao de la ecología: Una visión ecológica del mundo;nov-99;
L-2951;GONZALEZ MOSCOSO, René;;Proyectos de desarrollo en Bolivia;1981;
L-2952;SUBIRANA SAMITIER, Peré;;Ecología para vivir mejor: Respuestas sostenibles a los retos personales y sociales;1999;
L-2953;VAN KESSEL, Juan;;Tecnología aymara: un enfoque cultural;1991;
L-2954;"DANDLER, Jorge; BLANES, José; PRUDENCIO, Julio; MUÑOZ, Jorge A.";CERES;<El> Sistema agroalimentario en Bolivia;mar-87;
L-2955;;BO: MINISTERIO DE AGRICULTURA GANADERIA Y DESARROLLO RURAL;<El> Agro boliviano: Estadísticas agropecuarias 1990-1999;jul-00;
L-2956;RECHT, Ricardo;;Organisational Culture and Privatisation: A case study of the Argentinean Railway Sector: Cultura organizacional y privatización: Un estudio de caso del sector ferroviario de Argentina;2001;
L-2957;;FAO;Participación campesina para una agricultura sostenible en países de América Latina;1994;
L-2958;NOSNIK, Abraham;;Caminos de apertura: El pensamiento de Karl R. Popper;1991;
L-2959;"BAUTISTA PAREJO, Carmen; MECATI GRANADO, Luis";;Guía práctica de la gestión ambiental;2000;
L-295;RAZETO, LuisKLENNER, ArnoRAMIREZ, ApoloniaURMENETA, Roberto;PROGRAMA DE ECONOMIA DEL TRABAJO;Organizaciones económicas populares 1973-1990;1990;
